REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,0.42837381280000003,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,2.5299304745,13.1773800574
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.3222743832,
2OXOADPTm,,
34DHOXPEGOX,0.8313546629999999,0.0038959562
34DHOXPEGt,,
34DHPHAMT,0.0011500304,
34DHPHEt,,
34DHPLACOX,0.024347625,
34DHPLACOX_NADP_,0.032277523100000004,0.0277696965
34DHXMANDACOX,0.0035673908,
34DHXMANDACOX_NADP_,0.0317384006,0.027174044100000003
34HPLFM,,
34HPPOR,2.3669299999999997e-05,
35CGMPtn,,
3AIBTm,0.0023857345,1.70219e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.00038797910000000003,
3HAO,0.00031404459999999996,
3HBCDm,0.0239529781,0.0203567071
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.03e-08,
3HPCOAHYD,0.011719298799999998,
3HPPD,,
3HXKYNDCL,2.0715e-06,
3HXKYNOXDA,0.0019648124,
3M4HDXPAC,0.024347625,0.030240814799999998
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.024347625,
3MOX4HOXPGALDOX_NADP_,0.0356485981,0.030267932999999997
3MOXTYROX,0.0019648124,
3NTD7l,0.048339677000000005,
3SALAASPm,,
3SALACBOXL,0.001369809,
3SALAOX,,
3SALATAi,13.565871980399999,
3SALATAim,1.9769402652,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0019648124,
41R2A1H12BOOX,0.0019648124,
42A12BOOX,0.001657209,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0012980612,
4HOXPACDOX_NADP_,0.0356485981,0.0309240184
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.017473389199999998,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.5e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,2.795e-07,
5HOXINDACTOXm,0.0333057572,
5HOXINOXDA,0.013306212,
5HTRPDOX,0.0045094701,
5HTRPVESSEC,,
5HXKYNDCL,1.51e-07,
5HXKYNOXDA,0.0019648124,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0034727684000000003,
A_MANASEly,0.4952547546,
A4GALTc,0.00041797709999999997,
A4GALTg,0.0012585621,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,1.14515e-05,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,4.3859999999999997e-07,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,1.70219e-05,0.0023857345
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.08757263789999999,0.0062339844
ACACT1rm,0.0026042818,
ACACT1x,0.0001392653,
ACACt2m,,
ACACT4p,0.0049049631,
ACACT5p,0.0049049631,
ACACT6p,0.0049049631,
ACACT7p,0.0049049631,
ACACT8p,0.0049049631,
ACACT9p,0.0049049631,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
