REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,72.4091910617,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,2.5766245431,13.4205904914
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.8961801748999999,
2OXOADPTm,,
34DHOXPEGOX,3.2207245447000004,0.015093199299999999
34DHOXPEGt,,
34DHPHAMT,0.0010908777,
34DHPHEt,,
34DHPLACOX,0.8980265895,
34DHPLACOX_NADP_,0.0024982015,0.0021493067
34DHXMANDACOX,0.8969840517000001,
34DHXMANDACOX_NADP_,0.0023282289,0.0019934021
34HPLFM,,
34HPPOR,9.8169e-06,
35CGMPtn,,
3AIBTm,2.3256058954,0.0165929276
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0009327138,
3HAO,0.003950169,
3HBCDm,0.017539901299999997,0.0149064818
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,8.87e-08,
3HPCOAHYD,0.0206213329,
3HPPD,,
3HXKYNDCL,1.78879e-05,
3HXKYNOXDA,0.15078907019999999,
3M4HDXPAC,0.8980265895,1.1153882893
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.8980265895,
3MOX4HOXPGALDOX_NADP_,1.3148464783,1.1163885034999999
3MOXTYROX,0.15078907019999999,
3NTD7l,157.0076288694,
3SALAASPm,,
3SALACBOXL,0.0006069698999999999,
3SALAOX,,
3SALATAi,19.5179729034,
3SALATAim,13.1506402048,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.15078907019999999,
41R2A1H12BOOX,0.15078907019999999,
42A12BOOX,0.1302533588,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0099396167,
4HOXPACDOX_NADP_,1.3148464783,1.1405872554
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.016082530600000002,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.2953e-06,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,4.26736e-05,
5HOXINDACTOXm,0.1348903357,
5HOXINOXDA,1.0211821245000001,
5HTRPDOX,0.0001364252,
5HTRPVESSEC,,
5HXKYNDCL,1.3039e-06,
5HXKYNOXDA,0.15078907019999999,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0022849316000000002,
A_MANASEly,0.1093867393,
A4GALTc,0.00012699520000000001,
A4GALTg,0.0003823925,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,0.0067583499,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0015295592,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0165929276,2.3256058954
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1690979776,0.0120374832
ACACT1rm,0.0051469495,
ACACT1x,0.0019029392999999999,
ACACt2m,,
ACACT4p,0.0232442463,
ACACT5p,0.0232442463,
ACACT6p,0.0232442463,
ACACT7p,0.0232442463,
ACACT8p,0.0232442463,
ACACT9p,0.0232442463,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
