REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,3.6888007763,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,9.6968506764,50.506955828
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.4963029061,
2OXOADPTm,,
34DHOXPEGOX,6.2989196014,0.029518466400000002
34DHOXPEGt,,
34DHPHAMT,0.0007933328,
34DHPHEt,,
34DHPLACOX,0.0942409977,
34DHPLACOX_NADP_,0.1370568668,0.1179157266
34DHXMANDACOX,0.0940445733,
34DHXMANDACOX_NADP_,0.1021554332,0.0874642767
34HPLFM,,
34HPPOR,6.486e-07,
35CGMPtn,,
3AIBTm,2.8850698205,0.020584637700000002
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.00033413480000000004,
3HAO,0.2002011627,
3HBCDm,0.0233161706,0.0198155091
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,0.0006835669,
3HPCOAHYD,0.024705924100000002,
3HPPD,,
3HXKYNDCL,0.137830789,
3HXKYNOXDA,0.402841565,
3M4HDXPAC,0.0942409977,0.11705143970000001
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0942409977,
3MOX4HOXPGALDOX_NADP_,0.1379830456,0.11715640449999999
3MOXTYROX,0.402841565,
3NTD7l,0.0997861885,
3SALAASPm,,
3SALACBOXL,7.834859999999999e-05,
3SALAOX,,
3SALATAi,33.0909368906,
3SALATAim,4.2881053982,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.402841565,
41R2A1H12BOOX,0.402841565,
42A12BOOX,0.333237727,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0001242239,
4HOXPACDOX_NADP_,0.1379830456,0.1196958777
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,2.0773509335,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,4.1901400000000005e-05,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,0.0099805929,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.8730000000000002e-07,
5HOXINDACTOXm,0.28701570260000003,
5HOXINOXDA,2.7281460436000002,
5HTRPDOX,1.13525e-05,
5HTRPVESSEC,,
5HXKYNDCL,0.0100470334,
5HXKYNOXDA,0.402841565,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0031497115,
A_MANASEly,0.17529349170000003,
A4GALTc,1.25373e-05,
A4GALTg,3.7750900000000005e-05,
A4GNT1g,2.8167e-06,
A4GNT2g,,
AACTOOR,0.0003429514,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0387650634,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.020584637700000002,2.8850698205
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.7064073236,0.050286622999999996
ACACT1rm,0.019945577199999998,
ACACT1x,9.79825e-05,
ACACt2m,,
ACACT4p,0.0391546214,
ACACT5p,0.0391546214,
ACACT6p,0.0391546214,
ACACT7p,0.0391546214,
ACACT8p,0.0391546214,
ACACT9p,0.0391546214,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
