REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,1.5344737872999998,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.2280968133999997,16.8138448865
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,1.1301835945999998,
2OXOADPTm,,
34DHOXPEGOX,1.6450721613,0.007709259699999999
34DHOXPEGt,,
34DHPHAMT,0.0016379333,
34DHPHEt,,
34DHPLACOX,0.00231844,
34DHPLACOX_NADP_,0.0031350174,0.002697186
34DHXMANDACOX,0.0023155423,
34DHXMANDACOX_NADP_,0.0031289271,0.0026789505
34HPLFM,,
34HPPOR,5.319299999999999e-06,
35CGMPtn,,
3AIBTm,12.369947863800002,0.08825813960000001
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0006538616,
3HAO,0.00023033450000000002,
3HBCDm,0.0002492161,0.0002117991
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.732e-07,
3HPCOAHYD,0.0090239597,
3HPPD,,
3HXKYNDCL,7.52477e-05,
3HXKYNOXDA,0.0388975308,
3M4HDXPAC,0.00231844,0.0028796039
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.00231844,
3MOX4HOXPGALDOX_NADP_,0.0033945462,0.0028821861999999998
3MOXTYROX,0.0388975308,
3NTD7l,0.0372120333,
3SALAASPm,,
3SALACBOXL,0.0017211704,
3SALAOX,,
3SALATAi,24.4810082426,
3SALATAim,6.718373424199999,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0388975308,
41R2A1H12BOOX,0.0388975308,
42A12BOOX,0.0322682685,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0009333592,
4HOXPACDOX_NADP_,0.0033945462,0.0029446602
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0402623605,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7555000000000002e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,5.4488e-06,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,2.0299999999999996e-08,
5HOXINDACTOXm,0.18359765390000002,
5HOXINOXDA,0.2634240205,
5HTRPDOX,2.854e-07,
5HTRPVESSEC,,
5HXKYNDCL,5.4851e-06,
5HXKYNOXDA,0.0388975308,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0136175281,
A_MANASEly,0.09695441619999999,
A4GALTc,3.65235e-05,
A4GALTg,0.0001099752,
A4GNT1g,5.41e-08,
A4GNT2g,,
AACTOOR,0.000115793,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,1.8757e-05,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.08825813960000001,12.369947863800002
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.2546982512,0.018131062
ACACT1rm,0.0090155047,
ACACT1x,0.0005419603,
ACACt2m,,
ACACT4p,0.0118126102,
ACACT5p,0.0118126102,
ACACT6p,0.0118126102,
ACACT7p,0.0118126102,
ACACT8p,0.0118126102,
ACACT9p,0.0118126102,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
