REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,33.197665926199996,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.9556221331,20.6032287197
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,1.0011784716,
2OXOADPTm,,
34DHOXPEGOX,2.9964152417000003,0.014042024399999999
34DHOXPEGt,,
34DHPHAMT,0.0007804532,
34DHPHEt,,
34DHPLACOX,0.036934087000000004,
34DHPLACOX_NADP_,0.022457205,0.0193208681
34DHXMANDACOX,0.0369300756,
34DHXMANDACOX_NADP_,0.0223236875,0.0191132779
34HPLFM,,
34HPPOR,1.99545e-05,
35CGMPtn,,
3AIBTm,0.2637257537,0.0018816526000000001
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0006313884,
3HAO,0.0294747707,
3HBCDm,0.0379200216,0.0322267557
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.7e-09,
3HPCOAHYD,0.016850717299999998,
3HPPD,,
3HXKYNDCL,7.477e-07,
3HXKYNOXDA,0.13921378210000002,
3M4HDXPAC,0.036934087000000004,0.045873750899999996
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.036934087000000004,
3MOX4HOXPGALDOX_NADP_,0.0540770783,0.045914887800000005
3MOXTYROX,0.13921378210000002,
3NTD7l,0.027324690899999997,
3SALAASPm,,
3SALACBOXL,0.00035491410000000004,
3SALAOX,,
3SALATAi,102.471332082,
3SALATAim,15.5965070976,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.13921378210000002,
41R2A1H12BOOX,0.13921378210000002,
42A12BOOX,0.1176401016,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0080870599,
4HOXPACDOX_NADP_,0.0540770783,0.0469101354
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.1863260834,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,5.41e-08,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.00919e-05,
5HOXINDACTOXm,0.1975671698,
5HOXINOXDA,0.9427913151,
5HTRPDOX,0.0008091411,
5HTRPVESSEC,,
5HXKYNDCL,5.4500000000000005e-08,
5HXKYNOXDA,0.13921378210000002,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0102857485,
A_MANASEly,0.12504659140000002,
A4GALTc,0.00010792370000000001,
A4GALTg,0.0003249666,
A4GNT1g,1.3600000000000001e-08,
A4GNT2g,,
AACTOOR,0.0030934544,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.013723665,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0018816526000000001,0.2637257537
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.6725531961,0.0478766682
ACACT1rm,0.022094394399999998,
ACACT1x,0.0001058618,
ACACt2m,,
ACACT4p,0.0157866381,
ACACT5p,0.0157866381,
ACACT6p,0.0157866381,
ACACT7p,0.0157866381,
ACACT8p,0.0157866381,
ACACT9p,0.0157866381,
ACACtx,,
ACALDtm,,
ACALDtr,,
